;locality;stateProvince;occurrenceStatus;individualCount;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;elevation;eventDate;year;basisOfRecord;institutionCode;collectionCode;issue
2452;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2453;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;2018-12;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2454;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2455;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/10/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2456;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2457;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2458;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2459;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2460;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/03/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2461;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/02/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2462;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2463;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2464;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2465;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2466;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/09/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2467;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2468;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/11/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2469;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2470;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;2018-10;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2471;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/10/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2472;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2473;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/01/2020;2020;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2474;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2475;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2476;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2477;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/06/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2478;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2020;2020;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2479;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2480;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2481;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2482;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2483;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/10/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2484;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2485;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2486;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2487;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2488;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/07/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2489;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2490;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;2019-01;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2491;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2492;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2493;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/09/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2494;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2495;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/07/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2496;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/02/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2497;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/10/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2498;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2499;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/12/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2500;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2501;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/11/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2502;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2503;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2504;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2505;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2506;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2507;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/11/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2508;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2509;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2510;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/11/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2511;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;2018-11;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2512;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/10/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2513;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2514;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;2018-12;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2515;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2516;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/07/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2517;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2518;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2519;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;2018-12;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2520;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2521;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/06/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2522;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/08/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2523;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2524;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2525;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2526;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/10/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2527;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2020;2020;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2528;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2529;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/08/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2530;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/10/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2531;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/11/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2532;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2533;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2534;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2535;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2536;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/10/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2537;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2538;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/10/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2539;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;2018-10;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2540;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/09/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2541;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2542;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2543;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2544;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/11/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2545;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
2546;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
